Order,Cat,Day,Group,Plate,Worm,File,Track ,Length,Distance,#Frames,1stFrame,time(s),MaxSpeed,AvgArea,StdArea,AvgPerim,StdPerim,AvgSpeed,BLPS,avgX,avgY
31,1,4,MET+CR,1,1,D4_MET+CR_P1_1,1,1.0929861,0.86491853,745,0,29.8,0.156416604,0.030994596,6.86E-04,1.641993,0.0672805,0.036677387,0.04467423,2.5732195,1.2595876
92,1,8,CR,1,2,D8_CR_P1_2,1,1.684336,0.8644758,758,0,30.32,0.251826947,0.032984655,4.95E-04,1.6793703,0.047933653,0.05555198,0.0661581,2.4261625,1.3607088
141,1,8,NMN,1,1,D8_NMN_P1_1,1,1.1819311,0.84970117,738,0,29.52,0.188437523,0.047721747,6.50E-04,2.1324508,0.0749989,0.040038317,0.037551455,2.2425985,2.009055
155,1,8,NMN+CR,3,1,D8_NMN+CR_P3_1,1,1.3587384,0.8228318,748,0,29.92,0.226872158,0.037104156,0.001645639,1.7265694,0.35206628,0.04541238,0.052604176,4.5644608,2.5240939
177,1,12,CR,4,1,D12_CR_P4_1,1,1.4119457,0.81969196,748,0,29.92,0.23970264,0.030791134,3.54E-04,1.6988149,0.06491233,0.0471907,0.0555572,3.192147,2.073685
3,1,4,Control,2,1,D4_Con_P2_1,1,1.1306813,0.8181269,740,0,29.6,0.253024418,0.042976804,3.85E-04,1.9721762,0.051570002,0.03819869,0.038737603,4.5073385,1.9125873
219,1,12,MET+NMN+CR,4,2,D12_MET+NMN+CR_P4_2,1,1.1970181,0.8160331,754,0,30.16,0.210219459,0.04180904,9.59E-04,2.086364,0.08580548,0.03968893,0.03804603,2.8486724,1.1350809
87,1,8,Control,4,1,D8_Con_P4_1,1,1.0921092,0.80916524,755,0,30.2,0.147414475,0.045253936,5.06E-04,2.0245724,0.04367159,0.03616256,0.03572365,2.822269,1.3670048
7,1,4,Control,4,1,D4_Con_P4_1,1,1.088667,0.8080395,756,0,30.24,0.155645295,0.040932417,7.16E-04,1.9897082,0.0870894,0.036000893,0.03618711,3.391353,1.6555364
8,1,4,Control,4,2,D4_Con_P4_2,1,1.0130477,0.80333173,748,0,29.92,0.139881857,0.03931781,3.50E-04,1.9255936,0.052087307,0.033858545,0.035166863,2.839269,1.983272
17,1,4,CR,4,1,D4_CR_P4_1,1,1.077523,0.7999131,758,0,30.32,0.142003922,0.028018437,4.45E-04,1.5567613,0.050510824,0.035538357,0.045656785,4.7751775,2.3001223
108,1,8,MET,4,2,D8_MET_P4_2,1,1.2801139,0.7981009,759,0,30.36,0.192735251,0.046651617,0.001047892,2.0624545,0.06348416,0.04216449,0.04088768,2.7723238,1.6841027
98,1,8,CR,4,2,D8_CR_P4_2,1,1.126914,0.7980609,759,0,30.36,0.211781007,0.031177176,5.20E-04,1.6433326,0.040397935,0.037118383,0.04517452,2.6424763,1.9231918
95,1,8,CR,3,1,D8_CR_P3_1,1,1.2754649,0.79013765,755,0,30.2,0.196306314,0.035322122,6.17E-04,1.8475598,0.051749136,0.042233936,0.045718614,2.7453747,1.9112912
67,1,4,NMN,4,1,D4_NMN_P4_1,1,0.9961774,0.77910805,757,0,30.28,0.135546096,0.04022942,3.74E-04,1.9301221,0.041221414,0.032898854,0.034089923,4.410862,1.4468976
19,1,4,CR,5,1,D4_CR_P5_1,1,1.4805619,0.7783692,742,0,29.68,0.157690514,0.030929122,2.98E-04,1.5768645,0.03711191,0.04988416,0.06327007,2.1477232,1.1260148
26,1,4,MET,3,2,D4_MET_P3_2,1,1.0378524,0.7778049,736,0,29.44,0.200790027,0.040620387,5.40E-04,1.9718598,0.05492821,0.035253137,0.03575623,3.7412941,1.8064198
194,1,12,MET+CR,2,1,D12_MET+CR_P2_1,1,0.97875375,0.7771029,749,0,29.96,0.120355166,0.026744045,3.50E-04,1.5145307,0.07065426,0.032668684,0.043140337,3.360648,1.6505885
199,1,12,MET+CR,4,2,D12_MET+CR_P4_2,1,1.4326668,0.7696181,741,0,29.64,0.207014824,0.032770317,4.24E-04,1.6337724,0.043812923,0.048335586,0.059170526,2.6754222,2.0913446
66,1,4,NMN,3,2,D4_NMN_P3_2,1,1.200722,0.7687644,740,0,29.6,0.142014329,0.04217532,4.89E-04,1.9107914,0.040595867,0.040564932,0.04245878,1.4632024,1.3560299
94,1,8,CR,2,2,D8_CR_P2_2,1,1.7348292,0.76647633,739,0,29.56,0.287565612,0.02975679,6.43E-04,1.4389459,0.24104299,0.058688406,0.081571385,2.448396,1.5468822
139,1,8,MET+NMN+CR,5,1,D8_MET+NMN+CR_P5_1,1,1.0281454,0.7573601,750,0,30,0.119726546,0.041630972,6.20E-04,2.0036778,0.07037503,0.034271512,0.034208607,3.078577,1.1097231
41,1,4,MET+NMN,1,1,D4_MET+NMN_P1_1,1,1.0513668,0.75725526,754,0,30.16,0.169624935,0.039481856,4.41E-04,1.8558432,0.039941948,0.034859642,0.03756744,3.45159,2.4859169
234,1,12,NMN+CR,2,1,D12_NMN+CR_P2_1,1,1.775586,0.745202,745,0,29.8,0.258586858,0.03726205,8.49E-04,1.8475156,0.11025074,0.059583426,0.06450114,3.3708563,2.508608
62,1,4,NMN,1,2,D4_NMN_P1_2,1,1.0366055,0.74118054,738,0,29.52,0.140869152,0.04117596,5.51E-04,1.8916095,0.035728443,0.03511536,0.037127495,1.6277062,1.4833136
201,1,12,MET+CR,5,2,D12_MET+CR_P5_2,1,1.1954277,0.7408076,753,0,30.12,0.235838559,0.025116658,5.92E-04,1.6264732,0.12381889,0.039688833,0.048803553,3.0402963,1.949567
122,1,8,MET+NMN,1,2,D8_MET+NMN_P1_2,1,1.2184008,0.72661394,736,0,29.44,0.176546478,0.042520877,5.72E-04,1.9948812,0.055467933,0.0413859,0.041492093,2.7908506,1.8981897
46,1,4,MET+NMN,3,2,D4_MET+NMN_P3_2,2,1.0527681,0.7223413,746,0,29.84,0.160747103,0.04395881,4.99E-04,2.014285,0.045332458,0.035280433,0.035030227,3.5251696,2.680875
49,1,4,MET+NMN,5,1,D4_MET+NMN_P5_1,1,0.9473951,0.69968605,738,0,29.52,0.126606494,0.039949797,5.83E-04,1.9538262,0.05905102,0.03209333,0.032851774,1.958231,1.9937176
21,1,4,MET,1,1,D4_MET_P1_1,1,1.0494585,0.6989539,741,0,29.64,0.16804022,0.040116012,5.43E-04,1.930568,0.053985488,0.03540683,0.03668022,3.335466,2.0698488
42,1,4,MET+NMN,1,2,D4_MET+NMN_P1_2,1,0.9376076,0.6864622,743,0,29.72,0.25372263,0.04017291,4.81E-04,1.9083252,0.06548315,0.031548034,0.033063583,2.592447,1.6832547
27,1,4,MET,4,1,D4_MET_P4_1,1,1.047611,0.68494093,737,0,29.48,0.130868168,0.04311097,3.63E-04,1.9876242,0.05756744,0.03553633,0.035757598,2.2550712,1.4877399
198,1,12,MET+CR,4,1,D12_MET+CR_P4_1,1,0.96428746,0.68270415,752,0,30.08,0.141895097,0.027068969,4.16E-04,1.5656173,0.09300055,0.03205743,0.040951807,3.618861,2.0102484
25,1,4,MET,3,1,D4_MET_P3_1,1,1.0907265,0.66671234,745,0,29.8,0.180850376,0.039789505,4.17E-04,1.9922533,0.08019042,0.036601562,0.036743883,3.5499265,2.099164
55,1,4,MET+NMN+CR,3,1,D4_MET+NMN+CR_P3_1,2,1.0637944,0.6640897,741,0,29.64,0.158754049,0.041210983,6.01E-04,1.9190539,0.04429734,0.035890497,0.037404366,0.7303891,3.194047
72,1,4,NMN+CR,1,2,D4_NMN+CR_P1_2,1,1.2249951,0.66002685,757,0,30.28,0.212453096,0.039632928,4.74E-04,1.9277414,0.05390297,0.040455587,0.041972004,1.5700047,2.4408305
105,1,8,MET,3,1,D8_MET_P3_1,1,1.0789636,0.6507192,738,0,29.52,0.154612679,0.046366576,7.57E-04,2.0760727,0.07145742,0.036550257,0.035210963,2.6313982,1.4767748
135,1,8,MET+NMN+CR,3,1,D8_MET+NMN+CR_P3_1,1,1.0178407,0.64830565,755,0,30.2,0.134606229,0.042966403,5.51E-04,1.9701575,0.07088908,0.033703335,0.03421385,2.3611143,1.3688154
153,1,8,NMN+CR,2,1,D8_NMN+CR_P2_1,1,1.1499201,0.64351577,750,0,30,0.231053843,0.03932971,5.22E-04,1.881947,0.05670613,0.03833067,0.04073512,1.6184676,1.4967242
224,1,12,NMN,2,1,D12_NMN_P2_1,1,1.0438883,0.6331206,748,0,29.92,0.232446333,0.0423845,6.12E-04,1.9941217,0.0860462,0.034889318,0.034992166,2.63272,1.7230511
355,1,18,MET+CR,4,1,D18_MET+CR_P4_1,1,0.85969126,0.6282605,736,0,29.44,0.098933023,0.038681943,5.36E-04,1.6759547,0.074067675,0.029201468,0.03484756,3.0853786,2.1862178
96,1,8,CR,3,2,D8_CR_P3_2,1,1.297877,0.61887974,751,0,30.04,0.190146978,0.031694945,4.83E-04,1.8071086,0.06826549,0.043204956,0.047816668,3.2056758,1.6644129
125,1,8,MET+NMN,3,1,D8_MET+NMN_P3_1,1,1.0896603,0.6031017,747,0,29.88,0.141381356,0.042781346,5.90E-04,2.0596259,0.07864727,0.03646788,0.03541214,2.8868449,1.3118631
204,1,12,MET+NMN,2,1,D12_MET+NMN_P2_1,1,3.759517,0.5997724,753,0,30.12,2.456865087,0.042335458,0.001784211,2.039,0.1572423,0.12481796,0.122430556,2.822571,2.197266
270,1,15,MET,5,1,D15_MET_P5_1,1,1.3618941,0.58505625,745,0,29.8,0.312987436,0.040909547,6.17E-04,2.124196,0.182258,0.045701142,0.043029122,2.6876016,1.5196414
114,1,8,MET+CR,2,2,D8_MET+CR_P2_2,1,1.0544008,0.584851,752,0,30.08,0.168404018,0.0274772,4.23E-04,1.6251712,0.081317656,0.035053216,0.04313788,2.8103776,1.3475852
15,1,4,CR,3,1,D4_CR_P3_1,1,1.70019,0.57847613,755,0,30.2,1.190223731,0.03243265,0.001442902,1.6890466,0.13367191,0.056297682,0.06666208,2.6207535,2.5511088
273,1,15,MET+CR,1,2,D15_MET+CR_P1_2,1,0.85525,0.57174474,737,0,29.48,0.113616651,0.027471168,4.58E-04,1.5487416,0.07182853,0.029011194,0.037464216,2.855347,1.992838
86,1,8,Control,3,2,D8_Con_P3_2,1,1.0004503,0.5562155,750,0,30,0.155382673,0.043235093,5.74E-04,2.0407383,0.042084806,0.03334834,0.03268262,2.6038394,1.9042382
127,1,8,MET+NMN,4,1,D8_MET+NMN_P4_1,1,0.99653083,0.55520517,738,0,29.52,0.196691975,0.04594587,7.73E-04,2.1256826,0.07476763,0.033757817,0.031761862,2.953772,2.0200577
69,1,4,NMN,5,1,D4_NMN_P5_1,1,0.76834744,0.5464486,741,0,29.64,0.105434831,0.037465997,3.01E-04,1.7501439,0.048022024,0.025922652,0.029623453,2.9170618,2.3647516
256,1,15,CR,3,1,D15_CR_P3_1,1,0.8921634,0.5462155,755,0,30.2,0.118933688,0.032067176,4.56E-04,1.7540873,0.07545495,0.029541833,0.033683423,3.1248047,1.8368685
35,1,4,MET+CR,3,1,D4_MET+CR_P3_1,1,1.5615721,0.5426617,753,0,30.12,0.36023173,0.032150872,5.36E-04,1.7408271,0.0586064,0.05184502,0.059563667,4.3936834,1.26515
45,1,4,MET+NMN,3,1,D4_MET+NMN_P3_1,1,1.0134164,0.53662634,747,0,29.88,0.197916082,0.042309742,6.60E-04,1.9921076,0.05189435,0.03391621,0.03405058,3.4254947,2.4033694
276,1,15,MET+CR,3,1,D15_MET+CR_P3_1,1,0.96888393,0.5247608,756,0,30.24,0.140996056,0.029690668,5.96E-04,1.5471522,0.042403564,0.032039814,0.041417792,2.565167,1.5258958
279,1,15,MET+CR,4,2,D15_MET+CR_P4_2,1,1.3061775,0.5241569,738,0,29.52,0.200821483,0.032268386,3.77E-04,1.6537378,0.0639977,0.044247206,0.053511754,3.1297832,1.6554818
232,1,12,NMN+CR,1,1,D12_NMN+CR_P1_1,1,0.98019,0.50196135,737,0,29.48,0.136962952,0.04177052,5.39E-04,2.0630038,0.06487624,0.03324932,0.03223389,2.6726785,1.5921679
132,1,8,MET+NMN+CR,1,2,D8_MET+NMN+CR_P1_2,1,1.0732287,0.5013907,748,0,29.92,0.156016077,0.03701244,4.24E-04,1.759128,0.044726223,0.035869945,0.040781505,2.6541483,0.9932118
159,1,8,NMN+CR,5,1,D8_NMN+CR_P5_1,1,1.15516,0.5008567,763,0,30.52,0.217119558,0.0376439,5.98E-04,1.9239497,0.068894304,0.037849277,0.039345395,3.3547125,1.8071276
121,1,8,MET+NMN,1,1,D8_MET+NMN_P1_1,1,0.97583055,0.5000876,742,0,29.68,0.312818424,0.044350374,6.87E-04,2.127467,0.09732528,0.032878388,0.030908484,2.9461334,1.548008
134,1,8,MET+NMN+CR,2,2,D8_MET+NMN+CR_P2_2,1,1.1504335,0.49926585,754,0,30.16,0.193306699,0.04306703,4.79E-04,2.030621,0.06111222,0.038144346,0.037569147,2.607628,1.5067834
257,1,15,CR,3,2,D15_CR_P3_2,1,0.8456673,0.49838674,753,0,30.12,0.19027841,0.03311767,4.16E-04,1.7758143,0.08354563,0.028076602,0.031621102,3.0430396,1.831364
303,1,15,NMN,2,1,D15_NMN_P2_1,1,0.82462406,0.49609238,750,0,30,0.110770948,0.044281512,4.36E-04,2.0598612,0.08886372,0.027487468,0.026688661,3.2320316,1.8406875
277,1,15,MET+CR,3,2,D15_MET+CR_P3_2,1,1.156696,0.4917131,735,0,29.4,0.202186708,0.031861097,5.05E-04,1.6738482,0.06428677,0.0393434,0.047009524,2.962141,2.0941913
81,1,8,Control,1,1,D8_Con_P1_1,1,0.9842606,0.4914585,750,0,30,0.168789702,0.044065833,6.79E-04,2.11866,0.07666552,0.032808688,0.030971168,2.9406059,2.7241368
119,1,8,MET+CR,5,1,D8_MET+CR_P5_1,1,0.85137296,0.4909484,749,0,29.96,0.131996663,0.029129477,3.72E-04,1.5622832,0.04042665,0.02841699,0.036378793,3.1292295,1.2638617
130,1,8,MET+NMN,5,2,D8_MET+NMN_P5_2,1,0.84277153,0.4785597,736,0,29.44,0.119618909,0.043445878,7.06E-04,2.0629616,0.10325564,0.02862675,0.027753063,2.8256202,1.8093147
353,1,18,MET+CR,3,1,D18_MET+CR_P3_1,1,0.80632704,0.47852203,755,0,30.2,0.099229603,0.041798927,5.26E-04,1.5682529,0.07816714,0.026699571,0.03405008,2.942313,1.9612936
389,1,18,NMN+CR,3,1,D18_NMN+CR_P3_1,1,0.7878208,0.47813416,740,0,29.6,0.0967031,0.041420866,5.30E-04,1.6547751,0.035549548,0.026615568,0.0321682,3.177716,1.6815791
78,1,4,NMN+CR,4,2,D4_NMN+CR_P4_2,1,1.058818,0.46169907,747,0,29.88,0.184216956,0.039349448,6.96E-04,1.868586,0.20445089,0.035435673,0.037927795,2.8415556,1.7178674
136,1,8,MET+NMN+CR,3,2,D8_MET+NMN+CR_P3_2,1,0.90325063,0.45977762,737,0,29.48,0.165186229,0.038666625,3.36E-04,1.8615466,0.042990923,0.030639438,0.03291826,4.940704,1.5704776
9,1,4,Control,5,1,D4_Con_P5_1,1,0.7930545,0.45875055,752,0,30.08,0.11396542,0.04079462,4.69E-04,1.8470678,0.04928892,0.026364844,0.028547782,2.7188833,1.7889006
252,1,15,CR,1,1,D15_CR_P1_1,1,0.93401206,0.4461109,736,0,29.44,0.137681293,0.031143397,5.55E-04,1.6233127,0.07848604,0.031725954,0.03908791,3.178414,2.3142555
111,1,8,MET+CR,1,1,D8_MET+CR_P1_1,1,1.1120172,0.4411682,742,0,29.68,0.221036887,0.026853869,9.03E-04,1.6299615,0.09103199,0.037466887,0.045972724,2.724956,2.4025118
380,1,18,NMN,3,2,D18_NMN_P3_2,1,0.9996745,0.4400547,758,0,30.32,0.214823266,0.06367611,1.22E-03,2.1207914,0.15941708,0.032970794,0.031092916,3.3548284,1.7562046
107,1,8,MET,4,1,D8_MET_P4_1,1,0.9892638,0.43850878,736,0,29.44,0.170967262,0.044525098,6.00E-04,2.1083295,0.05480721,0.03360271,0.031876143,2.7295737,1.0822955
236,1,12,NMN+CR,3,1,D12_NMN+CR_P3_1,1,1.728287,0.43558836,762,0,30.48,0.285060122,0.035009053,8.72E-04,1.765217,0.15772371,0.056702327,0.06424403,2.9129815,2.216502
197,1,12,MET+CR,3,2,D12_MET+CR_P3_2,1,0.97873104,0.43329725,738,0,29.52,0.201121089,0.034287892,6.45E-04,1.539606,0.3173142,0.033154845,0.043069262,2.3821032,1.7120908
172,1,12,CR,1,2,D12_CR_P1_2,1,1.3683558,0.42631865,752,0,30.08,0.225325674,0.031256996,5.97E-04,1.6120305,0.07378894,0.045490548,0.05643882,2.3739917,1.464919
423,1,24,NMN+CR,2,1,D24_NMN+CR_P2_1,1,0.8194528,0.42120326,753,0,30.12,0.145316846,0.03911471,7.20E-04,1.7196946,0.1507533,0.02720627,0.031640816,3.3311296,1.8567916
23,1,4,MET,2,1,D4_MET_P2_1,1,0.8251665,0.42106912,743,0,29.72,0.149317575,0.038942523,5.88E-04,1.8691455,0.038789567,0.027764687,0.02970843,3.5510123,1.9727442
30,1,4,MET,5,2,D4_MET_P5_2,1,0.8965395,0.4198599,743,0,29.72,0.139006518,0.039817635,3.28E-04,2.0064414,0.06083012,0.030166201,0.030069357,2.375699,2.3124127
313,1,15,NMN+CR,2,1,D15_NMN+CR_P2_1,1,0.9708413,0.41380075,755,0,30.2,0.204084814,0.03558374,3.93E-04,1.8771083,0.06533449,0.03214706,0.034251686,3.0258315,1.814607
109,1,8,MET,5,1,D8_MET_P5_1,1,0.89778006,0.4078804,756,0,30.24,0.135598576,0.04779547,5.06E-04,2.1586537,0.065963924,0.029688494,0.02750649,3.3237953,1.2047509
214,1,12,MET+NMN+CR,2,1,D12_MET+NMN+CR_P2_1,1,0.9706582,0.4077839,741,0,29.64,0.20465462,0.04381229,9.84E-04,2.0316563,0.103376195,0.032748252,0.032237984,1.2378505,1.290495
229,1,12,NMN,4,2,D12_NMN_P4_2,1,0.9865322,0.39571133,735,0,29.4,0.164044974,0.04281892,6.25E-04,2.0212388,0.06449364,0.033555515,0.03320292,2.8249006,1.6818628
216,1,12,MET+NMN+CR,3,1,D12_MET+NMN+CR_P3_1,1,0.8252528,0.3906121,735,0,29.4,0.115258875,0.042895216,7.63E-04,2.0232987,0.10957778,0.028069822,0.027746592,2.7540414,1.1491625
143,1,8,NMN,2,1,D8_NMN_P2_1,1,0.95882934,0.3905445,756,0,30.24,0.151146285,0.04809583,6.35E-04,2.1644135,0.07760984,0.03170732,0.029298764,2.7561023,1.8461391
217,1,12,MET+NMN+CR,3,2,D12_MET+NMN+CR_P3_2,1,1.0554895,0.3891294,742,0,29.68,0.170621707,0.04031352,0.001099627,2.030406,0.07518387,0.035562318,0.03502976,3.168412,1.0652533
103,1,8,MET,2,1,D8_MET_P2_1,1,0.787667,0.38808683,747,0,29.88,0.092327129,0.044523563,6.88E-04,1.9857208,0.040285353,0.026361011,0.026550572,3.0584395,1.2755767
4,1,4,Control,2,2,D4_Con_P2_2,1,1.189086,0.38744307,758,0,30.32,0.161488599,0.040927313,4.46E-04,1.865905,0.22237639,0.039217874,0.042036302,4.7917156,0.92587984
287,1,15,MET+NMN,4,1,D15_MET+NMN_P4_1,1,0.8496287,0.37972376,744,0,29.76,0.155464537,0.03916523,7.68E-04,1.9048485,0.07873889,0.02854935,0.029975457,3.119117,2.0470297
241,1,12,NMN+CR,5,2,D12_NMN+CR_P5_2,1,0.68208516,0.3796611,737,0,29.48,0.115438097,0.036040474,5.24E-04,1.6944928,0.054371234,0.023137217,0.027308721,3.039512,1.6599035
82,1,8,Control,1,2,D8_Con_P1_2,1,1.0441223,0.37531608,758,0,30.32,0.133263168,0.045089602,7.45E-04,2.068477,0.058687538,0.03443675,0.033296723,1.4261156,2.4066644
133,1,8,MET+NMN+CR,2,1,D8_MET+NMN+CR_P2_1,1,0.88688,0.3732404,753,0,30.12,0.152347924,0.034710366,4.54E-04,1.7972324,0.0736816,0.029444886,0.032766923,2.6718943,2.4610934
50,1,4,MET+NMN,5,2,D4_MET+NMN_P5_2,1,0.7278063,0.37181145,757,0,30.28,0.12773854,0.041068085,3.61E-04,1.9003483,0.05114712,0.024035875,0.025296284,2.0837305,1.0075678
65,1,4,NMN,3,1,D4_NMN_P3_1,1,0.69848496,0.3546232,738,0,29.52,0.097682921,0.04350791,4.85E-04,1.9110758,0.06660245,0.023661416,0.024762403,1.6777782,1.77363
268,1,15,MET,4,1,D15_MET_P4_1,1,0.8636348,0.35404867,742,0,29.68,0.161819032,0.040133916,9.13E-04,2.1598716,0.116827406,0.029098207,0.026944388,3.405052,1.9556183
138,1,8,MET+NMN+CR,4,2,D8_MET+NMN+CR_P4_2,1,1.1903598,0.35033375,746,0,29.84,0.22118513,0.04372282,8.59E-04,2.0605402,0.07678804,0.039891414,0.038719375,1.8839862,1.9139241
48,1,4,MET+NMN,4,2,D4_MET+NMN_P4_2,1,0.8121322,0.34742898,744,0,29.76,0.267467508,0.04727135,0.001012878,2.0416756,0.14384279,0.027289387,0.026732346,2.781552,1.8502635
43,1,4,MET+NMN,2,1,D4_MET+NMN_P2_1,1,1.5492073,0.3473953,755,0,30.2,1.168577094,0.03892646,0.001353532,1.971706,0.12863235,0.051298257,0.052034386,4.544102,1.1618878
185,1,12,MET,3,1,D12_MET_P3_1,1,0.9847035,0.3262244,743,0,29.72,0.202465546,0.044158,6.77E-04,2.2897465,0.10453101,0.033132687,0.028940048,3.1477487,1.5900779
183,1,12,MET,2,1,D12_MET_P2_1,1,0.86990297,0.32350013,758,0,30.32,0.188959506,0.045123328,4.78E-04,2.1531432,0.0807555,0.028690731,0.026650093,3.0807567,1.7655438
384,1,18,NMN,5,2,D18_NMN_P5_2,1,0.8537368,0.32044885,749,0,29.96,0.139378465,0.05329509,6.65E-04,2.0509663,0.12703411,0.028495887,0.02778777,3.318373,1.868112
80,1,4,NMN+CR,5,2,D4_NMN+CR_P5_2,1,0.72423774,0.31796104,752,0,30.08,0.110891787,0.0312661,0.001974095,1.4195054,0.25719914,0.024077054,0.03392316,3.1933882,2.5531278
263,1,15,MET,1,2,D15_MET_P1_2,1,0.98585165,0.31769446,753,0,30.12,0.150507735,0.036202185,6.05E-04,2.0989604,0.13461734,0.0327308,0.031187626,3.3255966,1.9362918
91,1,8,CR,1,1,D8_CR_P1_1,1,1.5288804,0.31692934,745,0,29.8,0.219261926,0.031014673,4.40E-04,1.6758546,0.056584496,0.05130471,0.06122812,3.035236,1.9838586
32,1,4,MET+CR,1,2,D4_MET+CR_P1_2,1,0.634589,0.31267864,741,0,29.64,0.09002146,0.029311037,2.25E-04,1.4947097,0.05980462,0.021409886,0.028647551,3.315006,0.90497553
84,1,8,Control,2,2,D8_Con_P2_2,1,0.95958185,0.30989248,758,0,30.32,0.141245523,0.046785586,6.12E-04,2.1416404,0.071447745,0.03164848,0.029555362,2.6552703,1.7334024
278,1,15,MET+CR,4,1,D15_MET+CR_P4_1,1,1.0820261,0.30651212,747,0,29.88,0.187308085,0.033236336,7.31E-04,1.8628892,0.08228631,0.03621239,0.038877662,3.250086,2.0985465
93,1,8,CR,2,1,D8_CR_P2_1,1,0.9129722,0.30546305,748,0,29.92,0.130054448,0.028582565,3.43E-04,1.5229039,0.08157557,0.030513776,0.04007315,3.1848896,1.8582032
146,1,8,NMN,3,2,D8_NMN_P3_2,1,1.0776703,0.3051252,738,0,29.52,0.163023174,0.04344431,6.15E-04,1.9741576,0.04823438,0.036506448,0.03698433,2.6444817,1.3199257
168,1,12,Control,4,2,D12_Con_P4_2,1,1.1930156,0.30224693,753,0,30.12,0.362344459,0.038372263,0.001026575,2.1782577,0.19522306,0.03960875,0.036367368,3.308398,1.8781778
85,1,8,Control,3,1,D8_Con_P3_1,1,0.8578502,0.3001329,739,0,29.56,0.132264162,0.045764323,4.22E-04,2.0742872,0.06598186,0.029020641,0.027981317,2.3088899,2.3890107
68,1,4,NMN,4,2,D4_NMN_P4_2,1,0.9746828,0.2944859,753,0,30.12,0.189833029,0.03917517,5.82E-04,1.7933476,0.032343756,0.032359987,0.036088917,2.2751231,1.7569158
206,1,12,MET+NMN,3,1,D12_MET+NMN_P3_1,1,0.7443784,0.29185054,752,0,30.08,0.142992823,0.04234077,5.89E-04,2.027283,0.082957335,0.024746621,0.024413586,3.1102006,1.1664307
88,1,8,Control,4,2,D8_Con_P4_2,1,0.7746256,0.2889796,743,0,29.72,0.126700907,0.045659438,6.14E-04,1.9722979,0.049280647,0.026064118,0.026430205,2.3201063,1.1708636
137,1,8,MET+NMN+CR,4,1,D8_MET+NMN+CR_P4_1,1,0.84405243,0.28509447,746,0,29.84,0.206984882,0.04828654,5.50E-04,2.1443062,0.06615872,0.02828594,0.02638237,4.171332,1.5157067
221,1,12,MET+NMN+CR,5,2,D12_MET+NMN+CR_P5_2,1,1.0369751,0.28494808,742,0,29.68,0.235242071,0.0394162,6.87E-04,1.9747336,0.12524036,0.034938514,0.035385545,1.7809712,2.216101
367,1,18,MET+NMN+CR,1,1,D18_MET+NMN+CR_P1,1,0.71943545,0.28393584,739,0,29.56,0.103438494,0.048884418,5.59E-04,1.8971151,0.08909106,0.024338141,0.025658054,3.1036196,1.9120651
