 ,Label,Area,Mean,StdDev,Mode,Min,Max,Perim.,Median
756,GFP_D6_MET_P5.tif:0304-0850,6253,43.142,3.229,44,31,55,757.083,43
757,GFP_D6_MET_P5.tif:Background,206118,40.322,2.822,40,27,105,1982,40
758,GFP_D6_NMN+CR_P1.tif:0210-0382,4561,20.709,2.482,21,12,30,643.468,21
759,GFP_D6_NMN+CR_P1.tif:0580-0544,4485,21.33,2.653,21,12,32,659.01,21
760,GFP_D6_NMN+CR_P1.tif:0768-0948,5151,21.259,2.879,22,12,32,685.039,21
761,GFP_D6_NMN+CR_P1.tif:Background,207010,17.763,1.937,18,9,48,2138,18
762,GFP_D6_NMN+CR_P2.tif:0491-0603,3655,19.726,2.608,19,12,31,562.693,20
763,GFP_D6_NMN+CR_P2.tif:0369-0811,4206,19.414,2.409,19,11,29,605.358,19
764,GFP_D6_NMN+CR_P2.tif:Background,53037,16.228,1.823,16,8,24,924,16
765,GFP_D6_NMN+CR_P3.tif:0929-0460,4043,20.154,2.51,21,13,30,575.218,20
766,GFP_D6_NMN+CR_P3.tif:0552-0601,4479,21.319,2.79,20,12,33,623.852,21
767,GFP_D6_NMN+CR_P3.tif:Background,61152,17.398,1.889,17,10,25,1004,17
768,GFP_D6_NMN+CR_P4.tif:0354-0613,3976,20.632,2.599,21,11,31,606.072,21
769,GFP_D6_NMN+CR_P4.tif:0185-0582,4173,20.699,2.91,20,12,31,621.42,21
770,GFP_D6_NMN+CR_P4.tif:0852-0813,4388,19.715,2.525,20,11,29,635.329,20
771,GFP_D6_NMN+CR_P4.tif:Background,90706,16.731,2.022,17,9,26,1270,17
772,GFP_D6_NMN+CR_P4.tif:0802-0378,4410,18.513,2.532,18,9,28,647.938,18
773,GFP_D6_NMN+CR_P4.tif:Background,15200,14.942,1.76,15,8,22,510,15
774,GFP_D6_NMN+CR_P5.tif:0595-0479,3856,18.829,2.593,19,11,30,535.642,19
775,GFP_D6_NMN+CR_P5.tif:0245-0890,4341,19.318,2.69,20,11,30,599.316,19
776,GFP_D6_NMN+CR_P5.tif:Background,160356,16.334,1.972,16,7,47,1714,16
777,GFP_D6_NMN_P1.tif:0649-0476,5614,87.292,4.541,87,70,103,708.467,87
778,GFP_D6_NMN_P1.tif:0334-1054,5223,82.459,5.955,81,65,101,622.995,82
779,GFP_D6_NMN_P1.tif:Background,226791,78.974,4.345,79,60,134,2016,79
780,GFP_D6_NMN_P2.tif:0692-0460,3957,6.569,1.495,7,1,12,522.4,7
781,GFP_D6_NMN_P2.tif:Background,11550,5.693,1.392,6,1,11,470,6
782,GFP_D6_NMN_P2.tif:0435-0584,2043,8.413,1.566,8,4,13,258.448,8
783,GFP_D6_NMN_P2.tif:Background,3696,7.105,1.496,7,1,13,250,7
784,GFP_D6_NMN_P2.tif:0381-0533,637,6.166,1.473,7,1,11,126.998,6
785,GFP_D6_NMN_P2.tif:0458-0691,1694,6.822,1.518,7,1,12,267.226,7
786,GFP_D6_NMN_P2.tif:Background,7920,6.091,1.422,6,0,13,384,6
787,GFP_D6_NMN_P3.tif:0138-0085,5703,77.191,5.42,80,60,98,703.84,77
788,GFP_D6_NMN_P3.tif:0226-0424,5647,83.849,5.841,84,64,103,712.875,84
789,GFP_D6_NMN_P3.tif:0399-0569,4518,85.587,4.736,85,69,100,615.204,86
790,GFP_D6_NMN_P3.tif:Background,106091,74.71,4.302,74,57,94,1320,75
791,GFP_D6_NMN_P4.tif:0292-0372,6017,86.458,5.473,88,66,150,709.549,87
792,GFP_D6_NMN_P4.tif:0417-0913,5060,92.187,6.015,94,73,113,641.003,92
793,GFP_D6_NMN_P4.tif:Background,147510,83.409,4.337,84,64,104,1886,83
794,GFP_D6_NMN_P5.tif:0683-0261,4412,7.132,1.482,7,1,12,668.834,7
795,GFP_D6_NMN_P5.tif:Background,13224,6.267,1.393,6,0,12,500,6
796,GFP_D6_NMN_P5.tif:0145-1073,4310,8.343,1.568,8,2,13,614.693,8
797,GFP_D6_NMN_P5.tif:Background,31360,7.505,1.46,7,2,19,784,7
