 ,Label,Area,Mean,StdDev,Mode,Min,Max,Perim.,Median
354,mCherry_D17_CR_P5.tif:Background,151796,5.468,1.419,5,0,14,1656,5
355,mCherry_D17_MET+CR_P1.tif:0976-0153,2403,6.756,1.914,7,1,15,454.295,7
356,mCherry_D17_MET+CR_P1.tif:0676-0457,2607,7.378,2.025,7,2,18,472.025,7
357,mCherry_D17_MET+CR_P1.tif:0146-1040,3612,7.634,2.148,7,1,16,517.411,8
358,mCherry_D17_MET+CR_P1.tif:Background,326906,5.86,1.479,6,0,59,2790,6
359,mCherry_D17_MET+CR_P2_1.tif:0540-0712,2589,7.861,1.852,8,3,16,434.351,8
360,mCherry_D17_MET+CR_P2_1.tif:Background,27477,6.268,1.439,6,0,17,684,6
361,mCherry_D17_MET+CR_P2_2.tif:0611-0554,2023,7.687,1.966,7,2,14,413.235,8
362,mCherry_D17_MET+CR_P2_2.tif:Background,10608,6.035,1.431,6,0,11,538,6
363,mCherry_D17_MET+CR_P3.tif:0453-0510,3416,6.793,1.868,7,1,15,531.406,7
364,mCherry_D17_MET+CR_P3.tif:0634-0682,2647,6.863,1.93,7,0,14,441.159,7
365,mCherry_D17_MET+CR_P3.tif:Background,43054,5.284,1.403,5,0,25,830,5
366,mCherry_D17_MET+CR_P4.tif:0712-0259,2614,5.199,1.503,5,0,11,469.421,5
367,mCherry_D17_MET+CR_P4.tif:0396-1112,2439,6.052,1.642,6,0,12,472.502,6
368,mCherry_D17_MET+CR_P4.tif:Background,238232,4.632,1.384,5,0,59,2004,5
369,mCherry_D17_MET+NMN+CR_P2.tif:0399-0486,4491,7.533,2.197,7,1,18,537.305,7
370,mCherry_D17_MET+NMN+CR_P2.tif:0640-0935,2793,7.781,2.062,7,2,16,527.07,8
371,mCherry_D17_MET+NMN+CR_P2.tif:Background,131089,5.506,1.418,5,0,15,1468,5
372,mCherry_D17_MET+NMN+CR_P3.tif:0650-0269,3625,7.094,1.94,7,2,15,566.334,7
373,mCherry_D17_MET+NMN+CR_P3.tif:0829-0299,4230,7.374,2.34,6,1,21,569.95,7
374,mCherry_D17_MET+NMN+CR_P3.tif:0313-0626,4542,7.233,2.079,6,2,15,614.926,7
375,mCherry_D17_MET+NMN+CR_P3.tif:0283-1040,4987,7.458,2.158,7,1,17,671.907,7
376,mCherry_D17_MET+NMN+CR_P3.tif:0519-1121,5708,7.573,2.21,7,1,16,696.14,7
377,mCherry_D17_MET+NMN+CR_P3.tif:Background,105216,5.486,1.415,5,0,13,1480,5
378,mCherry_D17_MET+NMN+CR_P4.tif:0155-0489,4620,7.436,2.27,7,1,17,669.44,7
379,mCherry_D17_MET+NMN+CR_P4.tif:0831-0757,5210,6.57,2.023,6,0,16,667.342,6
380,mCherry_D17_MET+NMN+CR_P4.tif:Background,188752,5.121,1.4,5,0,14,1756,5
381,mCherry_D17_MET+NMN+CR_P5.tif:0317-0172,3640,6.543,1.99,6,1,15,562.394,6
382,mCherry_D17_MET+NMN+CR_P5.tif:0343-0267,3588,7.105,2.191,6,1,15,504.552,7
383,mCherry_D17_MET+NMN+CR_P5.tif:0453-0351,2708,7.451,2.101,7,1,14,358.808,7
384,mCherry_D17_MET+NMN+CR_P5.tif:0430-0416,3263,7.342,2.168,6,1,15,528.442,7
385,mCherry_D17_MET+NMN+CR_P5.tif:0319-0317,3235,7.99,2.18,8,2,15,500.498,8
386,mCherry_D17_MET+NMN+CR_P5.tif:0227-0234,1612,6.153,1.759,6,1,13,282.634,6
387,mCherry_D17_MET+NMN+CR_P5.tif:0320-0331,1514,6.491,1.72,7,2,12,310.268,6
388,mCherry_D17_MET+NMN+CR_P5.tif:0166-0231,2641,6.699,2.169,7,0,15,435.348,7
389,mCherry_D17_MET+NMN+CR_P5.tif:0262-0615,4877,6.563,1.878,7,1,13,706.471,6
390,mCherry_D17_MET+NMN+CR_P5.tif:0619-1228,4257,6.889,1.982,7,1,16,629.875,7
391,mCherry_D17_MET+NMN+CR_P5.tif:Background,134200,5.243,1.417,5,0,15,2444,5
392,mCherry_D17_MET+NMN_P1.tif:0519-0320,5895,6.923,1.81,7,2,16,732.539,7
393,mCherry_D17_MET+NMN_P1.tif:0744-1042,5314,8.111,2.011,8,2,21,607.305,8
394,mCherry_D17_MET+NMN_P1.tif:Background,186825,6.282,1.527,6,0,17,2060,6
395,mCherry_D17_MET+NMN_P2.tif:0687-0948,3922,7.551,1.96,7,1,18,638.797,7
396,mCherry_D17_MET+NMN_P2.tif:Background,31941,5.958,1.434,6,1,15,780,6
397,mCherry_D17_MET+NMN_P2.tif:0368-0323,4457,6.462,1.766,6,1,16,603.752,6
398,mCherry_D17_MET+NMN_P2.tif:Background,23501,5.323,1.415,5,0,11,804,5
399,mCherry_D17_MET+NMN_P3.tif:0462-0233,4687,6.653,1.736,6,1,14,683.193,7
400,mCherry_D17_MET+NMN_P3.tif:0529-1135,5002,8.058,2.051,8,1,16,601.794,8
401,mCherry_D17_MET+NMN_P3.tif:Background,117711,5.981,1.471,6,0,18,2160,6
402,mCherry_D17_MET+NMN_P4.tif:0476-0403,4126,6.622,1.719,6,1,14,559.873,7
403,mCherry_D17_MET+NMN_P4.tif:0329-1112,5770,6.969,1.721,7,1,17,661.076,7
404,mCherry_D17_MET+NMN_P4.tif:Background,61332,5.815,1.452,6,0,13,2266,6
405,mCherry_D17_MET+NMN_P5.tif:0650-0791,5823,5.661,1.48,6,0,15,676.249,6
406,mCherry_D17_MET+NMN_P5.tif:0334-0672,5073,6.015,1.557,6,0,12,636.395,6
407,mCherry_D17_MET+NMN_P5.tif:Background,37840,5.301,1.418,5,0,15,1052,5
408,mCherry_D17_MET_P1.tif:0258-0587,5415,8.605,2.038,8,3,17,658.895,8
409,mCherry_D17_MET_P1.tif:0634-0869,5139,8.34,1.922,8,3,18,673.936,8
410,mCherry_D17_MET_P1.tif:Background,50702,7.107,1.524,7,1,64,1206,7
411,mCherry_D17_MET_P2.tif:0771-0458,6354,7.322,1.815,7,2,20,699.919,7
412,mCherry_D17_MET_P2.tif:0792-0444,5713,7.306,1.824,7,1,20,688.522,7
413,mCherry_D17_MET_P2.tif:0389-0898,7400,7.777,1.947,7,2,29,802.714,8
414,mCherry_D17_MET_P2.tif:Background,185094,6.521,1.493,6,0,24,2090,7
415,mCherry_D17_MET_P3_1.tif:0576-0708,5610,8.501,1.815,8,3,16,670.172,8
416,mCherry_D17_MET_P3_1.tif:Background,31476,7.21,1.488,7,1,20,710,7
417,mCherry_D17_MET_P3_2.tif:0654-0700,5873,7.471,1.89,7,2,19,785.049,7
418,mCherry_D17_MET_P3_2.tif:Background,29213,6.358,1.469,6,1,14,708,6
419,mCherry_D17_MET_P4.tif:0626-0566,5275,7.078,1.911,7,2,18,715.214,7
420,mCherry_D17_MET_P4.tif:0350-0890,3565,7.998,2.158,7,2,20,625.738,8
421,mCherry_D17_MET_P4.tif:Background,92193,6.304,1.475,6,0,63,1252,6
422,mCherry_D17_MET_P5.tif:0858-0463,4033,6.347,1.714,6,1,15,573.884,6
423,mCherry_D17_MET_P5.tif:0568-0390,1957,6.579,1.608,6,2,12,482.633,7
424,mCherry_D17_MET_P5.tif:0539-0459,3016,6.837,1.766,7,1,15,521.491,7
425,mCherry_D17_MET_P5.tif:0434-0857,4553,7.085,1.696,7,1,14,545.376,7
426,mCherry_D17_MET_P5.tif:0239-0806,4054,6.993,1.721,7,2,15,623.714,7
427,mCherry_D17_MET_P5.tif:Background,101808,5.659,1.464,6,0,20,1702,6
428,mCherry_D17_NMN+CR_P1.tif:0313-0772,3759,8.333,2.268,8,1,19,608.378,8
429,mCherry_D17_NMN+CR_P1.tif:0653-0944,3772,7.993,2.214,7,2,22,604.009,8
430,mCherry_D17_NMN+CR_P1.tif:Background,21630,6.04,1.483,6,1,40,622,6
431,mCherry_D17_NMN+CR_P2.tif:0259-0322,4359,6.41,1.903,6,0,18,617.608,6
432,mCherry_D17_NMN+CR_P2.tif:0572-0347,3731,6.901,2.183,6,1,19,565.469,7
433,mCherry_D17_NMN+CR_P2.tif:0692-0935,3589,7.351,2.25,7,1,21,529.907,7
434,mCherry_D17_NMN+CR_P2.tif:0223-1021,3255,7.345,1.907,7,0,15,526.4,7
435,mCherry_D17_NMN+CR_P2.tif:Background,63440,5.428,1.457,5,0,46,2202,5
436,mCherry_D17_NMN+CR_P3.tif:0359-0458,3647,9.028,1.716,9,2,15,554.926,9
437,mCherry_D17_NMN+CR_P3.tif:Background,8646,8.445,1.742,8,3,61,590,8
438,mCherry_D17_NMN+CR_P3.tif:0622-1018,2751,11.407,1.946,11,5,18,445.153,11
439,mCherry_D17_NMN+CR_P3.tif:Background,7854,9.718,1.584,10,3,16,358,10
440,mCherry_D17_NMN+CR_P4.tif:0734-0430,4935,6.11,2.18,5,0,16,668.906,6
441,mCherry_D17_NMN+CR_P4.tif:0240-0970,3854,7.39,2.463,7,1,20,496.376,7
442,mCherry_D17_NMN+CR_P4.tif:Background,140505,4.639,1.392,5,0,43,1612,5
443,mCherry_D17_NMN+CR_P5_1.tif:0551-0682,3908,8.272,2.086,8,2,17,574.106,8
444,mCherry_D17_NMN+CR_P5_1.tif:Background,9176,7.496,1.986,7,2,14,396,7
445,mCherry_D17_NMN+CR_P5_2.tif:0617-0613,4197,7.924,2.313,7,2,17,602.549,8
446,mCherry_D17_NMN+CR_P5_2.tif:Background,38178,5.563,1.412,6,0,11,858,6
447,mCherry_D17_NMN_P1.tif:0275-0413,5637,6.649,1.611,7,0,14,628.274,7
448,mCherry_D17_NMN_P1.tif:0573-0942,3110,7.261,1.683,7,2,21,524.147,7
449,mCherry_D17_NMN_P1.tif:0623-0992,3741,7.41,1.66,7,2,13,557.19,7
450,mCherry_D17_NMN_P1.tif:Background,238710,5.903,1.457,6,0,83,1966,6
451,mCherry_D17_NMN_P2.tif:0572-0655,3806,8.539,2.298,8,2,20,572.97,8
452,mCherry_D17_NMN_P2.tif:0544-0878,4183,7.701,1.759,7,1,15,571.858,8
453,mCherry_D17_NMN_P2.tif:Background,61617,6.351,1.472,6,0,55,1156,6
454,mCherry_D17_NMN_P3.tif:0372-0401,5981,6.864,2.165,7,2,90,693.55,7
455,mCherry_D17_NMN_P3.tif:0793-0928,5533,7.167,1.817,7,1,17,620.569,7
456,mCherry_D17_NMN_P3.tif:Background,207669,5.796,1.455,6,0,27,1900,6
457,mCherry_D17_NMN_P4.tif:0635-0274,3955,6.605,1.7,6,1,13,660.971,7
458,mCherry_D17_NMN_P4.tif:0541-0721,4063,7.664,1.926,7,2,16,628.677,8
459,mCherry_D17_NMN_P4.tif:0613-1097,3766,8.243,1.804,8,2,16,537.629,8
460,mCherry_D17_NMN_P4.tif:Background,248675,6.076,1.468,6,0,57,2520,6
461,mCherry_D17_NMN_P5.tif:0911-0658,5150,6.112,1.547,6,0,12,642.905,6
462,mCherry_D17_NMN_P5.tif:0121-0670,3881,6.234,1.601,6,1,13,534.433,6
463,mCherry_D17_NMN_P5.tif:Background,294449,5.339,1.438,5,0,88,2172,5
464,mCherry_D25_Con_P3.tif:0587-0698,2333,7.97,1.699,8,3,14,473.983,8
465,mCherry_D25_Con_P3.tif:Background,16287,6.886,1.502,7,1,27,656,7
466,mCherry_D25_CR_P3.tif:0357-0834,2938,10.188,2.843,9,3,20,464.711,10
467,mCherry_D25_CR_P3.tif:Background,13325,7.228,1.502,7,2,13,540,7
468,mCherry_D25_MET+CR_P1.tif:0704-0715,2691,10.271,2.284,10,4,20,442.026,10
469,mCherry_D25_MET+CR_P1.tif:Background,11890,7.609,1.53,8,2,13,526,8
470,mCherry_D25_MET+NMN+CR_P3.tif:0985-0306,3104,8.829,1.939,9,3,17,479.969,9
471,mCherry_D25_MET+NMN+CR_P3.tif:0845-0519,4477,9.394,2.719,8,3,24,609.885,9
472,mCherry_D25_MET+NMN+CR_P3.tif:0893-0769,3247,9.914,2.564,9,3,20,572.175,10
473,mCherry_D25_MET+NMN+CR_P3.tif:0454-0605,3813,9.279,2.535,8,3,20,558.044,9
474,mCherry_D25_MET+NMN+CR_P3.tif:0179-1081,3079,9.945,2.163,10,4,19,542.29,10
475,mCherry_D25_MET+NMN+CR_P3.tif:0188-1102,3303,9.942,2.189,10,4,18,519.777,10
476,mCherry_D25_MET+NMN+CR_P3.tif:Background,105820,7.494,1.514,7,1,23,2144,7
477,mCherry_D25_MET+NMN+CR_P4.tif:0565-0670,4678,10.038,3.343,8,2,23,632.557,10
478,mCherry_D25_MET+NMN+CR_P4.tif:Background,90780,7.075,1.515,7,0,58,1298,7
479,mCherry_D25_MET+NMN+CR_P5.tif:0553-0133,3127,8.506,2.452,7,2,18,555.706,8
480,mCherry_D25_MET+NMN+CR_P5.tif:0184-0366,3213,8.876,1.973,9,3,17,537.307,9
481,mCherry_D25_MET+NMN+CR_P5.tif:0302-1159,3926,9.213,2.297,9,3,62,548.717,9
482,mCherry_D25_MET+NMN+CR_P5.tif:0895-1107,3791,8.869,2.157,8,3,18,549.994,9
483,mCherry_D25_MET+NMN+CR_P5.tif:Background,114036,6.886,1.577,7,0,89,2440,7
484,mCherry_D25_MET+NMN+CR_P5.tif:0503-0739,3780,11.884,2.923,13,3,20,581.764,12
485,mCherry_D25_MET+NMN+CR_P5.tif:Background,12740,8.971,2.148,9,2,18,504,9
486,mCherry_D25_MET+NMN_P1.tif:0526-0162,3822,8.656,2.339,8,2,22,556.191,8
487,mCherry_D25_MET+NMN_P1.tif:0901-0257,4222,9.313,2.503,9,3,20,608.483,9
488,mCherry_D25_MET+NMN_P1.tif:Background,104604,7.245,1.524,7,0,17,1310,7
489,mCherry_D25_MET+NMN_P1.tif:0182-1268,5020,8.737,2.017,9,3,20,599.348,9
490,mCherry_D25_MET+NMN_P1.tif:Background,31178,7.756,1.53,8,2,14,738,8
491,mCherry_D25_MET_P1.tif:0789-0227,4823,8.306,2.143,8,1,19,656.238,8
492,mCherry_D25_MET_P1.tif:0270-0544,4359,8.808,2.111,8,3,18,593.301,9
493,mCherry_D25_MET_P1.tif:0449-1214,4039,9.058,2.409,8,3,24,557.059,9
494,mCherry_D25_MET_P1.tif:Background,232064,7.417,1.573,7,0,76,2520,7
495,mCherry_D25_MET_P2.tif:0969-0126,3293,7.648,2.048,7,2,17,521.75,7
496,mCherry_D25_MET_P2.tif:0116-1315,4140,8.792,2.337,8,1,23,549.978,9
497,mCherry_D25_MET_P2.tif:Background,699868,7.141,1.577,7,0,103,3622,7
498,mCherry_D25_MET_P4.tif:0652-0306,3186,8.743,2.09,8,3,20,440.316,9
499,mCherry_D25_MET_P4.tif:Background,18094,6.979,1.504,7,0,13,602,7
500,mCherry_D25_MET_P4.tif:0527-1020,4509,9.665,2.128,9,4,20,585.319,9
501,mCherry_D25_MET_P4.tif:Background,21733,8.128,1.559,8,3,15,628,8
502,mCherry_D25_NMN+CR_P1.tif:0134-0218,5053,9.116,2.972,8,2,25,696.029,9
503,mCherry_D25_NMN+CR_P1.tif:Background,55728,6.805,1.488,7,1,14,992,7
504,mCherry_D25_NMN+CR_P1.tif:0852-0738,4855,9.795,2.864,8,3,21,631.143,9
505,mCherry_D25_NMN+CR_P1.tif:0559-1203,3751,10.29,2.185,10,3,19,647.113,10
506,mCherry_D25_NMN+CR_P1.tif:Background,82942,7.68,1.522,8,1,19,1694,8
507,mCherry_D25_NMN+CR_P2.tif:0788-0115,3042,8.855,2.195,8,3,17,488.623,9
508,mCherry_D25_NMN+CR_P2.tif:0773-0134,2667,9.13,2.418,9,2,19,466.011,9
509,mCherry_D25_NMN+CR_P2.tif:0562-0748,3384,9.629,2.699,9,2,24,516.417,9
510,mCherry_D25_NMN+CR_P2.tif:0337-0860,3491,9.859,2.4,10,2,25,515.889,10
511,mCherry_D25_NMN+CR_P2.tif:0820-1234,2831,9.062,2.111,9,3,18,451,9
512,mCherry_D25_NMN+CR_P2.tif:Background,233184,6.893,1.544,7,0,117,3112,7
513,mCherry_D25_NMN+CR_P4.tif:0455-0687,3898,10.09,3.128,9,3,24,592.435,9
514,mCherry_D25_NMN+CR_P4.tif:Background,27984,7.264,1.501,7,1,14,740,7
515,mCherry_D25_NMN_P2.tif:0517-0438,2804,8.169,1.967,8,3,19,466.501,8
516,mCherry_D25_NMN_P2.tif:0631-1002,3938,8.161,1.757,8,3,18,518.361,8
517,mCherry_D25_NMN_P2.tif:Background,134368,6.799,1.496,7,0,33,1708,7
518,mCherry_D25_NMN_P3.tif:0527-0662,3353,9.306,2.096,9,3,21,494.52,9
519,mCherry_D25_NMN_P3.tif:Background,32396,7.825,1.518,8,1,15,720,8
520,mCherry_D25_NMN_P5.tif:0563-0648,6445,8.04,2.297,8,2,23,647.739,8
521,mCherry_D25_NMN_P5.tif:Background,45296,6.994,1.49,7,0,15,906,7
522,mCherry_D27_CR_P3.tif:0481-0725,3524,9.584,2.533,10,2,24,503.763,10
523,mCherry_D27_CR_P3.tif:Background,23091,6.469,1.485,7,1,13,616,6
524,mCherry_D27_MET+CR_P1.tif:0464-0684,3403,10.056,2.854,9,1,21,437.221,10
525,mCherry_D27_MET+CR_P1.tif:Background,8330,7.035,1.489,7,2,13,366,7
526,mCherry_D27_MET+NMN+CR_P3.tif:0346-0350,4005,8.458,2.525,7,2,18,538.554,8
527,mCherry_D27_MET+NMN+CR_P3.tif:0625-0926,4256,9.059,2.292,9,2,19,573.177,9
528,mCherry_D27_MET+NMN+CR_P3.tif:0696-1081,3745,9.68,2.084,10,3,18,545.364,10
529,mCherry_D27_MET+NMN+CR_P3.tif:Background,59408,6.734,1.512,7,1,23,1452,7
530,mCherry_D27_MET+NMN+CR_P4.tif:0570-0704,5005,10.39,3.766,9,2,28,668.9,10
531,mCherry_D27_MET+NMN+CR_P4.tif:Background,24565,6.456,1.472,6,1,13,748,6
532,mCherry_D27_MET+NMN+CR_P5.tif:0489-0213,4361,7.851,1.988,8,2,15,658.645,8
533,mCherry_D27_MET+NMN+CR_P5.tif:0608-0857,4214,9.493,2.437,9,2,24,575.886,9
534,mCherry_D27_MET+NMN+CR_P5.tif:0333-1066,4288,8.857,2.105,9,2,17,563.133,9
535,mCherry_D27_MET+NMN+CR_P5.tif:0797-1132,3717,8.906,2.197,8,3,17,516.688,9
536,mCherry_D27_MET+NMN+CR_P5.tif:Background,166925,6.191,1.464,6,0,29,1764,6
537,mCherry_D27_MET+NMN_P1.tif:0262-0420,4516,9.469,2.337,9,3,22,532.196,9
538,mCherry_D27_MET+NMN_P1.tif:0774-0919,3685,10.638,2.555,10,4,22,488.926,10
539,mCherry_D27_MET+NMN_P1.tif:Background,89250,7.646,1.586,8,1,91,1954,8
540,mCherry_D27_MET_P1.tif:0491-0589,4077,9.172,2.398,9,3,20,576.57,9
541,mCherry_D27_MET_P1.tif:Background,24080,6.992,1.49,7,2,16,732,7
542,mCherry_D27_MET_P2.tif:0480-0678,3678,8.892,2.397,8,3,22,523.765,9
543,mCherry_D27_MET_P2.tif:Background,23040,7.278,1.609,7,1,74,624,7
544,mCherry_D27_NMN+CR_P1_1.tif:0457-0542,4568,9.529,2.567,9,1,19,678.097,9
545,mCherry_D27_NMN+CR_P1_1.tif:Background,51381,6.923,1.495,7,1,14,940,7
546,mCherry_D27_NMN+CR_P1_2.tif:0445-0698,4658,9.837,2.37,9,3,23,600.144,10
547,mCherry_D27_NMN+CR_P1_2.tif:Background,24795,7.493,1.512,7,1,23,744,7
548,mCherry_D27_NMN+CR_P2.tif:0706-0366,3706,8.271,2.258,8,2,22,504.962,8
549,mCherry_D27_NMN+CR_P2.tif:0266-0624,3744,9.218,2.574,9,2,21,561.303,9
550,mCherry_D27_NMN+CR_P2.tif:0471-1126,3466,9.505,3.028,8,3,25,499.805,9
551,mCherry_D27_NMN+CR_P2.tif:Background,176904,6.742,1.518,7,0,66,1980,7
552,mCherry_D27_NMN+CR_P4.tif:0439-0625,3287,9.971,3.093,9,3,27,497.209,10
553,mCherry_D27_NMN+CR_P4.tif:Background,18392,6.473,1.477,7,1,12,594,6
554,mCherry_D27_NMN_P5.tif:0533-0706,3042,9.107,3.016,8,3,25,539.47,9
555,mCherry_D27_NMN_P5.tif:0513-0797,2109,9.683,2.726,8,2,42,362.702,9
556,mCherry_D27_NMN_P5.tif:Background,32660,7.031,1.514,7,1,15,798,7
557,mCherry_D29_CR_P3.tif:0503-0666,3333,16.342,3.206,15,7,26,477.685,16
558,mCherry_D29_CR_P3.tif:Background,18879,12.01,1.686,12,5,26,608,12
559,mCherry_D29_MET+NMN+CR_P3.tif:0309-0337,4104,13.143,3.174,12,5,27,608.291,13
560,mCherry_D29_MET+NMN+CR_P3.tif:0859-0465,3166,14.437,3.092,14,6,26,541.107,14
561,mCherry_D29_MET+NMN+CR_P3.tif:0734-0983,2947,14.524,2.924,14,7,27,508.562,14
562,mCherry_D29_MET+NMN+CR_P3.tif:0206-1104,2995,14.025,2.716,14,5,27,547.535,14
563,mCherry_D29_MET+NMN+CR_P3.tif:Background,244530,10.594,1.683,11,2,57,2558,11
564,mCherry_D29_MET+NMN+CR_P5.tif:0580-0245,3214,13.217,2.707,12,6,23,535.322,13
565,mCherry_D29_MET+NMN+CR_P5.tif:0298-0274,3634,12.826,2.601,12,6,25,573.785,13
566,mCherry_D29_MET+NMN+CR_P5.tif:0282-0561,4202,13.263,2.524,13,6,25,572.927,13
567,mCherry_D29_MET+NMN+CR_P5.tif:0198-1015,3545,14.478,3.14,13,7,28,529.036,14
568,mCherry_D29_MET+NMN+CR_P5.tif:0478-0735,3885,13.822,2.943,14,5,71,557.857,14
569,mCherry_D29_MET+NMN+CR_P5.tif:0905-0615,3194,13.109,2.644,13,6,26,520.316,13
570,mCherry_D29_MET+NMN+CR_P5.tif:0642-1207,4077,14.751,3.036,14,7,28,577.494,15
571,mCherry_D29_MET+NMN+CR_P5.tif:Background,68544,10.487,1.644,10,4,23,2152,10
572,mCherry_D29_MET+NMN_P1.tif:0482-0665,4163,13.967,2.925,13,5,28,610.431,14
573,mCherry_D29_MET+NMN_P1.tif:Background,31640,11.16,1.714,11,4,73,786,11
574,mCherry_D29_MET_P2.tif:0537-0731,3000,14.118,3.19,13,6,30,501.766,14
575,mCherry_D29_MET_P2.tif:Background,22374,11.503,1.659,12,5,18,622,12
576,mCherry_D29_NMN+CR_P1.tif:0539-0688,4624,13.221,3.145,12,5,28,656.764,13
577,mCherry_D29_NMN+CR_P1.tif:Background,31524,10.33,1.628,10,4,17,728,10
578,mCherry_D29_NMN+CR_P2.tif:0812-0428,2916,14.657,3.522,15,6,29,477.913,15
579,mCherry_D29_NMN+CR_P2.tif:0696-0816,3216,14.118,3.072,13,6,29,542.193,14
580,mCherry_D29_NMN+CR_P2.tif:0337-0466,3160,15.677,4.353,15,6,37,576.56,15
581,mCherry_D29_NMN+CR_P2.tif:0305-1041,3598,14.855,4.134,12,7,33,568.405,14
582,mCherry_D29_NMN+CR_P2.tif:Background,128936,11.04,1.716,11,3,71,2100,11
583,mCherry_D29_NMN_P5.tif:0530-0680,3446,14.149,4.7,12,7,41,492.318,13
584,mCherry_D29_NMN_P5.tif:Background,30303,11.024,1.643,11,4,18,752,11
585,mCherry_D31_MET+NMN+CR_P3.tif:0161-0221,4137,9.061,2.316,8,2,18,654.675,9
586,mCherry_D31_MET+NMN+CR_P3.tif:0166-0220,3831,9.035,2.141,9,1,20,522.073,9
587,mCherry_D31_MET+NMN+CR_P3.tif:0590-0372,3991,8.57,2.234,8,2,18,617.972,8
588,mCherry_D31_MET+NMN+CR_P3.tif:0599-0665,3908,10.157,2.775,9,3,23,558.378,10
589,mCherry_D31_MET+NMN+CR_P3.tif:0909-1054,3849,9.383,3.432,9,3,130,524.01,9
590,mCherry_D31_MET+NMN+CR_P3.tif:0562-1206,3551,10.124,2.456,10,3,20,521.472,10
591,mCherry_D31_MET+NMN+CR_P3.tif:Background,100014,7.154,1.542,7,1,17,2690,7
592,mCherry_D31_MET+NMN+CR_P5.tif:0161-0398,4241,8.612,2.088,8,3,19,592.726,8
593,mCherry_D31_MET+NMN+CR_P5.tif:0361-0275,4282,8.538,2.186,8,2,18,600.537,8
594,mCherry_D31_MET+NMN+CR_P5.tif:0862-0455,4067,8.757,2.105,9,2,19,512.946,9
595,mCherry_D31_MET+NMN+CR_P5.tif:0878-1105,4240,9.817,2.421,9,2,19,634.037,10
596,mCherry_D31_MET+NMN+CR_P5.tif:Background,210949,7.153,1.53,7,1,25,2572,7
597,mCherry_D31_NMN+CR_P1.tif:0517-0672,4552,9.771,2.884,9,2,24,602.605,9
598,mCherry_D31_NMN+CR_P1.tif:Background,36660,7.248,1.522,7,1,13,824,7
599,mCherry_D31_NMN+CR_P2.tif:0128-0643,4225,10.314,2.965,9,3,23,622.143,10
600,mCherry_D31_NMN+CR_P2.tif:0514-0544,3651,9.171,2.303,9,3,20,528.378,9
601,mCherry_D31_NMN+CR_P2.tif:0913-0599,2763,9.842,2.565,10,3,21,480.397,10
602,mCherry_D31_NMN+CR_P2.tif:0837-0889,3211,10.119,2.969,9,3,21,509.294,10
603,mCherry_D31_NMN+CR_P2.tif:Background,61952,7.171,1.51,7,1,15,1266,7
604,mCherry_D31_NMN_P5.tif:0570-0646,3252,9.814,3.403,9,3,29,456.965,9
605,mCherry_D31_NMN_P5.tif:Background,37400,7.312,1.581,7,1,76,900,7
606,mCherry_D33_MET+NMN+CR_P3.tif:0547-0140,3939,8.762,2.234,9,0,17,571.832,9
607,mCherry_D33_MET+NMN+CR_P3.tif:0166-0740,4269,10.343,2.525,10,3,20,570.095,10
608,mCherry_D33_MET+NMN+CR_P3.tif:0549-0901,3399,10.277,2.516,10,3,19,513.248,10
609,mCherry_D33_MET+NMN+CR_P3.tif:0564-1047,2939,10.055,2.316,9,4,20,520.338,10
610,mCherry_D33_MET+NMN+CR_P3.tif:0918-1134,3123,9.891,2.741,9,3,23,558.196,10
611,mCherry_D33_MET+NMN+CR_P3.tif:Background,85116,6.988,1.506,7,0,23,2240,7
612,mCherry_D33_MET+NMN+CR_P5.tif:0534-0293,3455,8.415,2.179,8,2,29,494.606,8
613,mCherry_D33_MET+NMN+CR_P5.tif:0664-1026,3962,9.535,2.292,9,2,22,551.985,9
614,mCherry_D33_MET+NMN+CR_P5.tif:0383-1128,3931,9.551,2.211,10,3,19,558.427,9
615,mCherry_D33_MET+NMN+CR_P5.tif:Background,92430,6.825,1.53,7,0,33,1814,7
616,mCherry_D33_NMN+CR_P1.tif:0557-0696,4420,10.418,2.797,11,3,24,569.934,10
617,mCherry_D33_NMN+CR_P1.tif:Background,23556,7.503,1.531,8,1,17,614,8
618,mCherry_D33_NMN+CR_P2.tif:0464-0514,4376,10.222,2.966,8,3,21,566.469,10
619,mCherry_D33_NMN+CR_P2.tif:0608-0824,3136,9.861,2.601,9,4,19,481.418,10
620,mCherry_D33_NMN+CR_P2.tif:Background,77610,7.574,1.567,8,1,79,1186,8
621,mCherry_D33_NMN_P5.tif:0499-0769,2969,10.779,3.498,10,4,32,506.702,10
622,mCherry_D33_NMN_P5.tif:Background,23625,7.677,1.528,8,2,14,660,8
623,mCherry_D35_MET+NMN+CR_P3.tif:0822-0362,3359,13.54,3.057,13,5,25,512.44,13
624,mCherry_D35_MET+NMN+CR_P3.tif:0229-0354,3758,14.27,3.513,13,6,31,561.193,14
625,mCherry_D35_MET+NMN+CR_P3.tif:0402-0732,3151,14.805,3.041,14,7,30,535.273,14
626,mCherry_D35_MET+NMN+CR_P3.tif:0793-1040,3918,15.299,3.347,15,5,29,599.245,15
627,mCherry_D35_MET+NMN+CR_P3.tif:Background,204268,10.69,1.667,11,3,35,2242,11
628,mCherry_D35_MET+NMN+CR_P5.tif:0302-0394,3476,13.196,2.992,12,6,28,509.153,13
