 ,Label,Area,Mean,StdDev,Mode,Min,Max,Perim.,Median
629,mCherry_D35_MET+NMN+CR_P5.tif:0414-0847,3859,15.013,3.147,15,7,32,589.419,15
630,mCherry_D35_MET+NMN+CR_P5.tif:Background,58860,10.536,1.685,10,4,72,1298,11
631,mCherry_D35_NMN+CR_P2.tif:0403-0698,4446,13.839,3.122,14,6,28,608.741,14
632,mCherry_D35_NMN+CR_P2.tif:Background,32816,11.249,1.713,11,5,77,810,11
633,mCherry_D37_MET+NMN+CR_P3.tif:0613-0641,3894,8.061,2.129,8,2,18,533.284,8
634,mCherry_D37_MET+NMN+CR_P3.tif:0366-0920,3560,9.04,2.524,8,2,22,556.746,9
635,mCherry_D37_MET+NMN+CR_P3.tif:Background,77736,6.427,1.516,6,0,72,1300,6
636,mCherry_D37_MET+NMN+CR_P5.tif:0525-0696,4275,9.042,2.552,9,1,20,634.297,9
637,mCherry_D37_MET+NMN+CR_P5.tif:Background,58290,6.926,1.556,7,1,80,982,7
638,mCherry_D6_Con_P1.tif:0690-0510,5521,6.613,1.528,7,2,12,720.268,7
639,mCherry_D6_Con_P1.tif:0465-0774,5237,7.079,1.531,7,2,13,716.979,7
640,mCherry_D6_Con_P1.tif:Background,60147,5.802,1.407,6,0,13,1064,6
641,mCherry_D6_Con_P2.tif:0857-0510,5055,63.885,3.748,63,50,79,689.225,64
642,mCherry_D6_Con_P2.tif:Background,29666,60.274,3.548,60,47,74,690,60
643,mCherry_D6_Con_P2.tif:0413-1028,5284,71.731,4.036,73,55,86,681.225,72
644,mCherry_D6_Con_P2.tif:Background,50850,66.806,3.51,67,52,80,978,67
645,mCherry_D6_Con_P3.tif:0691-0453,4398,7.281,1.531,7,2,13,619.706,7
646,mCherry_D6_Con_P3.tif:0571-0547,5680,7.192,1.544,7,2,12,705.962,7
647,mCherry_D6_Con_P3.tif:Background,47124,6.156,1.417,6,1,13,872,6
648,mCherry_D6_Con_P4.tif:0539-0217,4808,6.091,1.476,6,1,13,627.719,6
649,mCherry_D6_Con_P4.tif:0182-0353,5867,6.358,1.508,6,1,13,720.792,6
650,mCherry_D6_Con_P4.tif:Background,46238,5.626,1.472,6,0,84,1002,6
651,mCherry_D6_Con_P5.tif:0872-0374,3805,6.865,1.547,7,1,13,595.358,7
652,mCherry_D6_Con_P5.tif:0175-0469,4522,7.114,1.584,7,1,13,658.203,7
653,mCherry_D6_Con_P5.tif:0416-0609,4573,7.241,1.584,7,2,13,612.353,7
654,mCherry_D6_Con_P5.tif:0366-1120,4952,7.328,1.552,7,2,14,623.789,7
655,mCherry_D6_Con_P5.tif:Background,157350,6.148,1.444,6,0,21,2398,6
656,mCherry_D6_CR_P1.tif:0637-0308,2912,7.993,1.65,8,3,15,492.05,8
657,mCherry_D6_CR_P1.tif:0659-0536,3361,8.158,1.595,8,3,15,534.483,8
658,mCherry_D6_CR_P1.tif:0224-0691,3395,8.7,1.704,8,3,16,511.482,9
659,mCherry_D6_CR_P1.tif:0176-0933,3453,8.476,1.614,8,3,15,531.84,8
660,mCherry_D6_CR_P1.tif:Background,144552,7.504,1.481,7,1,44,1724,7
661,mCherry_D6_CR_P2_1.tif:0641-0226,2945,7.748,1.64,8,2,14,549.751,8
662,mCherry_D6_CR_P2_1.tif:Background,7200,7.08,1.662,7,2,16,540,7
663,mCherry_D6_CR_P2_2.tif:0451-0604,1939,8.167,1.688,8,3,15,393.629,8
664,mCherry_D6_CR_P2_2.tif:0698-0561,2459,7.788,1.655,8,3,16,448.099,8
665,mCherry_D6_CR_P2_2.tif:0795-0627,2946,7.514,1.58,7,2,14,498.959,7
666,mCherry_D6_CR_P2_2.tif:Background,41976,6.687,1.424,7,0,13,1004,7
667,mCherry_D6_CR_P3.tif:0159-0123,3379,6.972,1.496,7,2,12,487.724,7
668,mCherry_D6_CR_P3.tif:0749-0218,3780,6.954,1.54,7,2,12,566.476,7
669,mCherry_D6_CR_P3.tif:Background,120498,6.275,1.422,6,0,19,1438,6
670,mCherry_D6_CR_P4_1.tif:0678-0542,3988,29.927,3.11,29,19,41,594.369,30
671,mCherry_D6_CR_P4_1.tif:Background,32450,25.95,2.143,26,18,36,810,26
672,mCherry_D6_CR_P4_2.tif:0927-0822,3849,7.356,1.59,7,1,13,558.948,7
673,mCherry_D6_CR_P4_2.tif:0829-1164,3424,7.864,1.569,8,2,13,541.999,8
674,mCherry_D6_CR_P4_2.tif:Background,67575,6.732,1.446,7,0,16,1168,7
675,mCherry_D6_CR_P5.tif:0780-0530,3176,7.34,1.635,7,2,15,482.671,7
676,mCherry_D6_CR_P5.tif:0355-0595,3789,7.698,1.603,7,1,14,552.839,8
677,mCherry_D6_CR_P5.tif:0389-1233,3262,7.684,1.616,7,3,16,546.5,8
678,mCherry_D6_CR_P5.tif:0915-1247,3054,7.03,1.559,7,2,12,545.484,7
679,mCherry_D6_CR_P5.tif:Background,99779,6.855,1.454,7,0,47,1992,7
680,mCherry_D6_MET+CR_P1.tif:0211-0458,3455,6.715,1.585,6,2,13,541.969,7
681,mCherry_D6_MET+CR_P1.tif:0703-1094,3030,6.73,1.515,7,1,12,515.751,7
682,mCherry_D6_MET+CR_P1.tif:Background,107679,5.815,1.399,6,0,17,1792,6
683,mCherry_D6_MET+CR_P2.tif:0649-0372,2838,7.85,1.622,8,3,14,491.918,8
684,mCherry_D6_MET+CR_P2.tif:Background,7359,7.165,1.466,7,2,12,512,7
685,mCherry_D6_MET+CR_P2.tif:0389-0708,2561,8.215,1.555,8,4,14,457.884,8
686,mCherry_D6_MET+CR_P2.tif:0614-1000,1913,8.712,1.755,8,4,19,376.238,9
687,mCherry_D6_MET+CR_P2.tif:Background,50760,7.444,1.474,7,1,38,902,7
688,mCherry_D6_MET+CR_P3.tif:0599-0525,3556,7.868,1.584,8,3,14,542.51,8
689,mCherry_D6_MET+CR_P3.tif:0443-0831,3389,8.429,1.664,8,2,20,556.965,8
690,mCherry_D6_MET+CR_P3.tif:Background,47585,7.262,1.462,7,0,14,924,7
691,mCherry_D6_MET+CR_P4.tif:0158-0279,3077,7.582,1.569,7,3,14,529.693,8
692,mCherry_D6_MET+CR_P4.tif:0752-0818,3381,8.249,1.586,8,4,15,537.945,8
693,mCherry_D6_MET+CR_P4.tif:Background,239397,6.945,1.489,7,1,63,1996,7
694,mCherry_D6_MET+CR_P5.tif:0392-0532,1721,8.464,1.906,8,2,17,380.197,8
695,mCherry_D6_MET+CR_P5.tif:0743-0742,2961,8.108,1.614,8,3,16,513.677,8
696,mCherry_D6_MET+CR_P5.tif:Background,71672,7.164,1.464,7,1,13,1074,7
697,mCherry_D6_MET+NMN+CR_P1.tif:0389-0413,3445,8.273,1.547,8,3,13,587.78,8
698,mCherry_D6_MET+NMN+CR_P1.tif:0815-0840,4059,8.298,1.621,8,2,15,590.865,8
699,mCherry_D6_MET+NMN+CR_P1.tif:Background,404736,7.14,1.519,7,0,17,2576,7
700,mCherry_D6_MET+NMN+CR_P2.tif:0799-0192,5568,7.044,1.532,7,2,12,700.458,7
701,mCherry_D6_MET+NMN+CR_P2.tif:Background,20806,6.735,1.44,7,1,13,614,7
702,mCherry_D6_MET+NMN+CR_P2.tif:0443-0494,3287,8.197,1.613,8,3,19,524.734,8
703,mCherry_D6_MET+NMN+CR_P2.tif:0434-0512,3158,8.077,1.639,8,3,14,530.025,8
704,mCherry_D6_MET+NMN+CR_P2.tif:0740-0967,3802,8.16,1.55,8,2,14,591.227,8
705,mCherry_D6_MET+NMN+CR_P2.tif:Background,198072,6.93,1.467,7,0,41,1794,7
706,mCherry_D6_MET+NMN+CR_P3.tif:0776-0446,4944,7.797,1.555,8,3,14,660.334,8
707,mCherry_D6_MET+NMN+CR_P3.tif:0558-0576,4605,8.243,1.876,8,3,26,615.556,8
708,mCherry_D6_MET+NMN+CR_P3.tif:Background,38548,6.814,1.431,7,1,12,1022,7
709,mCherry_D6_MET+NMN+CR_P4.tif:0509-0124,4879,7.339,2.601,7,0,42,685.019,7
710,mCherry_D6_MET+NMN+CR_P4.tif:0723-0573,4494,8.133,1.819,8,3,18,635.723,8
711,mCherry_D6_MET+NMN+CR_P4.tif:Background,43065,5.945,1.423,6,1,18,1164,6
712,mCherry_D6_MET+NMN+CR_P4.tif:0421-0826,4788,9.307,3.571,8,3,44,683.26,9
713,mCherry_D6_MET+NMN+CR_P4.tif:Background,12874,6.995,1.587,7,1,14,478,7
714,mCherry_D6_MET+NMN+CR_P5.tif:0252-0328,3999,4.725,1.459,5,0,10,553.413,5
715,mCherry_D6_MET+NMN+CR_P5.tif:0907-0782,4055,4.854,1.54,5,0,10,637.52,5
716,mCherry_D6_MET+NMN+CR_P5.tif:Background,235980,3.523,1.294,4,0,17,1946,4
717,mCherry_D6_MET+NMN+CR_P5.tif:0221-0817,3578,6.083,1.607,6,1,11,548.639,6
718,mCherry_D6_MET+NMN+CR_P5.tif:Background,384,5.76,1.392,6,2,11,80,6
719,mCherry_D6_MET+NMN_P1.tif:0852-0310,4753,7.35,1.671,7,2,16,634.447,7
720,mCherry_D6_MET+NMN_P1.tif:Background,53136,6.104,1.405,6,0,12,976,6
721,mCherry_D6_MET+NMN_P1.tif:0190-1096,4341,7.615,1.625,8,2,25,606.673,8
722,mCherry_D6_MET+NMN_P1.tif:Background,26880,6.812,1.427,7,1,16,656,7
723,mCherry_D6_MET+NMN_P2.tif:0735-0310,4180,7.126,1.531,7,1,14,625.955,7
724,mCherry_D6_MET+NMN_P2.tif:0250-0730,4334,8.059,1.575,8,2,15,587.533,8
725,mCherry_D6_MET+NMN_P2.tif:0900-1072,4686,7.711,1.558,8,2,13,626.114,8
726,mCherry_D6_MET+NMN_P2.tif:Background,215110,6.878,1.467,7,0,49,2246,7
727,mCherry_D6_MET+NMN_P3.tif:0641-0631,5516,7.589,1.647,8,2,14,704.97,8
728,mCherry_D6_MET+NMN_P3.tif:0514-0910,4312,7.864,1.568,8,2,15,685.102,8
729,mCherry_D6_MET+NMN_P3.tif:Background,44032,6.673,1.441,7,1,15,944,7
730,mCherry_D6_MET+NMN_P4.tif:0914-0512,5644,7.198,1.562,7,2,13,658.92,7
731,mCherry_D6_MET+NMN_P4.tif:0261-0867,5095,7.947,1.549,8,3,13,666.718,8
732,mCherry_D6_MET+NMN_P4.tif:Background,254660,6.758,1.455,7,1,38,2178,7
733,mCherry_D6_MET+NMN_P5.tif:0105-0269,3912,7.614,1.498,8,2,13,546.269,8
734,mCherry_D6_MET+NMN_P5.tif:0692-0802,5594,7.683,1.56,7,2,14,690.939,8
735,mCherry_D6_MET+NMN_P5.tif:Background,203389,6.903,1.484,7,1,64,2180,7
736,mCherry_D6_MET_P1.tif:0524-0629,4188,8.6,1.702,8,3,19,682.112,9
737,mCherry_D6_MET_P1.tif:0467-0843,4768,8.985,1.614,9,4,15,617.595,9
738,mCherry_D6_MET_P1.tif:0288-1104,3482,8.516,1.559,8,3,16,525.593,8
739,mCherry_D6_MET_P1.tif:0122-1145,3927,8.598,1.651,8,2,34,550.131,9
740,mCherry_D6_MET_P1.tif:Background,156651,7.816,1.487,8,1,21,1640,8
741,mCherry_D6_MET_P2.tif:0536-0240,4169,7.982,1.538,8,2,13,602.372,8
742,mCherry_D6_MET_P2.tif:0138-0897,5249,8.844,1.591,9,4,15,704.504,9
743,mCherry_D6_MET_P2.tif:0960-0968,5707,8.485,2.128,8,3,89,736.74,8
744,mCherry_D6_MET_P2.tif:Background,527520,7.639,1.495,8,1,78,3004,8
745,mCherry_D6_MET_P3.tif:0156-0295,4904,7.505,1.595,7,2,13,665.271,7
746,mCherry_D6_MET_P3.tif:0438-0836,5907,8.272,1.757,8,2,52,769.274,8
747,mCherry_D6_MET_P3.tif:Background,246553,6.93,1.5,7,0,80,2068,7
748,mCherry_D6_MET_P4.tif:0896-0278,6172,6.993,1.531,7,2,12,769.389,7
749,mCherry_D6_MET_P4.tif:0326-0371,5251,7.323,1.558,7,1,13,706.694,7
750,mCherry_D6_MET_P4.tif:0673-1000,6160,7.194,1.58,7,2,18,735.836,7
751,mCherry_D6_MET_P4.tif:Background,271089,6.188,1.428,6,0,19,2300,6
752,mCherry_D6_MET_P5.tif:0918-0317,5330,8.344,1.533,9,3,14,632.692,8
753,mCherry_D6_MET_P5.tif:0221-0682,7942,9.088,1.586,9,4,20,1037.012,9
754,mCherry_D6_MET_P5.tif:Background,208702,8.152,1.552,8,2,120,1894,8
755,mCherry_D6_NMN+CR_P1.tif:0221-0398,4634,7.753,1.573,8,2,14,700.978,8
756,mCherry_D6_NMN+CR_P1.tif:0663-0610,4029,7.72,1.604,8,3,15,633.481,8
757,mCherry_D6_NMN+CR_P1.tif:0891-1022,4123,7.82,2.049,8,3,66,595.058,8
758,mCherry_D6_NMN+CR_P1.tif:Background,133644,6.917,1.458,7,1,39,1648,7
759,mCherry_D6_NMN+CR_P2.tif:0520-0595,3729,7.365,1.571,7,2,14,562.802,7
760,mCherry_D6_NMN+CR_P2.tif:0197-0828,4241,7.407,1.547,7,2,12,620.19,7
761,mCherry_D6_NMN+CR_P2.tif:Background,125760,6.35,1.422,6,0,14,1426,6
762,mCherry_D6_NMN+CR_P3.tif:0905-0416,5376,6.912,1.583,7,2,17,709.345,7
763,mCherry_D6_NMN+CR_P3.tif:0475-0614,4295,7.549,1.597,7,2,14,625.663,8
764,mCherry_D6_NMN+CR_P3.tif:Background,116390,6.166,1.44,6,0,14,1482,6
765,mCherry_D6_NMN+CR_P4.tif:0801-0359,4136,7.01,1.555,7,2,13,619.639,7
766,mCherry_D6_NMN+CR_P4.tif:0781-0765,5003,7.168,1.501,7,0,12,650.191,7
767,mCherry_D6_NMN+CR_P4.tif:Background,65514,6.286,1.418,6,0,13,1318,6
768,mCherry_D6_NMN+CR_P4.tif:0401-0638,4345,7.721,1.677,8,1,14,591.829,8
769,mCherry_D6_NMN+CR_P4.tif:0328-0575,4738,7.418,1.661,7,1,14,649.494,7
770,mCherry_D6_NMN+CR_P4.tif:Background,21708,6.593,1.531,7,1,15,618,7
771,mCherry_D6_NMN+CR_P5.tif:0624-0465,4178,7.039,1.534,7,2,12,618.589,7
772,mCherry_D6_NMN+CR_P5.tif:0312-0876,4337,7.763,1.603,8,3,14,590.332,8
773,mCherry_D6_NMN+CR_P5.tif:Background,66051,6.609,1.471,7,0,31,1320,7
774,mCherry_D6_NMN_P1.tif:0659-0518,6566,7.713,1.555,8,2,13,727.405,8
775,mCherry_D6_NMN_P1.tif:0140-0920,6403,7.894,1.527,8,2,13,788.605,8
776,mCherry_D6_NMN_P1.tif:Background,250040,7.226,1.49,7,1,57,2178,7
777,mCherry_D6_NMN_P2.tif:0443-0172,4421,65.001,4.756,66,48,80,698.931,65
778,mCherry_D6_NMN_P2.tif:Background,31347,58.021,4.023,58,41,73,744,58
779,mCherry_D6_NMN_P2.tif:0370-0393,5011,76.915,5.555,79,56,144,687.731,77
780,mCherry_D6_NMN_P2.tif:Background,28391,68.42,5.305,70,50,86,816,69
781,mCherry_D6_NMN_P3.tif:0435-0245,5970,6.912,1.488,7,1,12,740.182,7
782,mCherry_D6_NMN_P3.tif:0691-0436,5463,7.184,1.551,7,2,17,687.49,7
783,mCherry_D6_NMN_P3.tif:0160-0918,5034,7.71,1.592,8,2,13,718.47,8
784,mCherry_D6_NMN_P3.tif:Background,153120,6.619,1.48,7,0,13,3004,7
785,mCherry_D6_NMN_P4.tif:0149-0371,5174,7.509,1.505,8,3,13,662.021,7
786,mCherry_D6_NMN_P4.tif:0363-0856,3946,8.13,1.606,8,2,14,611.46,8
787,mCherry_D6_NMN_P4.tif:Background,72332,6.886,1.478,7,1,63,1194,7
788,mCherry_D6_NMN_P5.tif:0372-0108,5241,6.975,1.519,7,2,12,708.273,7
789,mCherry_D6_NMN_P5.tif:0931-1327,3646,7.701,1.583,8,2,13,587.257,8
790,mCherry_D6_NMN_P5.tif:Background,85068,6.352,1.421,6,0,13,1168,6
